Proportions,Returns,Accuracy,Precision,Best_Params,Deployed_Capital,Returned_Capital,36 Month Returns,36 Month Deployed Capital,36 Month Returned Capital,60 Month Returns,60 Month Deployed Capital,60 Month Returned Capital
0.09000000000000002,7.0,0.1996025654907106,0.9883381924198251,"{'C': 0.1, 'penalty': 'l1'}",5975175.0,6390988.327000004,6.71,5798175.0,6186992.498000004,15.25,177000.0,203995.829
0.095,7.1,0.20014394262676186,0.9883720930232558,"{'C': 0.05, 'penalty': 'l1'}",7217775.0,7732431.605000004,6.84,7000775.0,7479668.296000004,16.48,217000.0,252763.309
0.1,6.9,0.20084454833223997,0.9835766423357665,"{'C': 0.05, 'penalty': 'l1'}",8785775.0,9392660.694000004,6.68,8528775.0,9098287.019000003,14.54,257000.0,294373.675
0.10500000000000001,6.8,0.20174259746380735,0.9799713876967096,"{'C': 0.15000000000000002, 'penalty': 'l1'}",10923075.0,11666538.931,6.63,10639075.0,11344347.406,13.45,284000.0,322191.52499999997
0.11000000000000001,6.7,0.20249415631150203,0.9781818181818182,"{'C': 0.15000000000000002, 'penalty': 'l1'}",12496150.0,13328702.527999999,6.5,12212150.0,13006511.002999999,13.45,284000.0,322191.52499999997
0.11500000000000002,6.6,0.20362786372582115,0.979187314172448,"{'C': 0.05, 'penalty': 'l1'}",15042725.0,16040959.140999986,6.47,14681725.0,15632185.861999987,13.23,361000.0,408773.2789999999
0.12000000000000002,6.7,0.20495264542345246,0.9819524200164069,"{'C': 0.05, 'penalty': 'l1'}",17731700.0,18917316.174000002,6.55,17370700.0,18508542.895000003,13.23,361000.0,408773.2789999999
0.12500000000000003,6.6,0.20642391740495647,0.9808481532147743,"{'C': 0.05, 'penalty': 'l1'}",21067375.0,22466310.305000022,6.52,20653375.0,22000077.77900002,12.62,414000.0,466232.526
0.13000000000000003,6.6,0.207767806530919,0.9798219584569733,"{'C': 0.2, 'penalty': 'l1'}",23905475.0,25486413.38000005,6.51,23491475.0,25020180.85400005,12.62,414000.0,466232.526
0.135,6.6,0.2093409847968562,0.9809081527347782,"{'C': 0.45, 'penalty': 'l1'}",27458650.0,29264467.693000026,6.45,27014650.0,28757150.488000028,14.26,444000.0,507317.205
0.14,6.5,0.21069761220837288,0.9792339640055376,"{'C': 0.3, 'penalty': 'l1'}",30683700.0,32678618.13200004,6.39,30223700.0,32153801.66200004,14.09,460000.0,524816.4700000001
0.14500000000000002,6.5,0.21225168304597883,0.975809758097581,"{'C': 0.05, 'penalty': 'l1'}",34639175.0,36875987.52600004,6.32,34064975.0,36216207.55200004,14.9,574200.0,659779.974
0.15000000000000002,6.5,0.21400956645245117,0.9761642830949762,"{'C': 0.05, 'penalty': 'l1'}",38372525.0,40873259.90099998,6.38,37754325.0,40162001.090999976,15.05,618200.0,711258.8099999999
0.15500000000000003,6.5,0.21560185214671956,0.974025974025974,"{'C': 0.05, 'penalty': 'l1'}",42026225.0,44753053.77999995,6.38,41340025.0,43979178.61099995,12.78,686200.0,773875.169
0.16000000000000003,6.4,0.21748074926595629,0.9726233453670277,"{'C': 0.2, 'penalty': 'l1'}",46443200.0,49435569.62599983,6.35,45678025.0,48577465.27999983,12.14,765175.0,858104.346
0.165,6.4,0.21929595495742227,0.9711300522408578,"{'C': 0.05, 'penalty': 'l1'}",50607100.0,53841711.296999775,6.29,49788125.0,52920940.531999774,12.43,818975.0,920770.765
0.17,6.4,0.22163979949938536,0.9693297056641108,"{'C': 0.45, 'penalty': 'l1'}",56364250.0,59973535.714999825,6.33,55444275.0,58952445.90799982,10.99,919975.0,1021089.807
0.17500000000000002,6.4,0.22372250918748846,0.9684090909090909,"{'C': 0.05, 'penalty': 'l1'}",61282000.0,65184219.44799979,6.29,60248625.0,64040751.55199979,10.65,1033375.0,1143467.8960000002
0.18000000000000002,6.4,0.22621284401332425,0.9676683937823835,"{'C': 0.55, 'penalty': 'l1'}",66963025.0,71251031.94099987,6.34,65858650.0,70035963.89299987,10.02,1104375.0,1215068.0480000004
0.18500000000000003,6.4,0.22839109084308343,0.9665577551412646,"{'C': 0.55, 'penalty': 'l1'}",71879050.0,76471713.37399992,6.32,70685825.0,75152692.90499993,10.54,1193225.0,1319020.469
0.19000000000000003,6.4,0.23118714452221875,0.9660211267605634,"{'C': 0.55, 'penalty': 'l1'}",78417175.0,83466322.31599991,6.37,77141425.0,82051634.3139999,10.89,1275750.0,1414688.002
0.19500000000000003,6.5,0.23413605762800385,0.966456003889159,"{'C': 0.35000000000000003, 'penalty': 'l1'}",84841350.0,90325714.39499979,6.39,83465600.0,88800918.10299979,10.83,1375750.0,1524796.2920000001
